uuid,Name,Product Code,Density,Density Range,Measured Ref. Index - AVG,RI Range,Product Line,Aroma Color,Notes Color (Secondary),Intensity 1-10,Cannabis Forward,Fruity Forward,Dessert Forward,Odor Type,Odor Description,Tags,Family Type,Main Terpenes,Density g/cc,Density_avg,Refractive_Index_avg
00f0192b-83c5-467a-a00f-398ecc877bae,BUUZ 5.0 NGA,11/08/9999,"0.845, 0.845, 0.8718, 0.8734, 0.8892, 0.8584",0.829 - 0.898,"1.4839, 1.4839, 1.4841, 1.481, 1.4825, 1.4846",1.454 - 1.513,Functional Line,#a9c766,#c7c353,,,2,,Lemongrass,"A bright lemon profile with a herbal, fuzzy edge, layered with fresh lemongrass and rain-water clarity, warmed by subtle ginger and clove spice.","Lemon, Herbal, Fresh, sharp, lemongrass, fuzzy","Sour, Herbal","Limonene, linalool, Beta Caryophyllene",,0.8638,1.483333333
382833bb-b564-4cd1-9511-1c0e511115ca,CB1,11/10/9999,"0.8708, 0.846, 0.8750, 0.8664",0.830 - 0.899,"1.4903, 1.4895, 1.4905, 1.4914",1.461 - 1.52,Functional Line,#68cbae,#d4a4c5,6,3,1,,Floral Herbal,"Clear tones of herbal/floral leaning towards geranium, with a spiciness that resembles black pepper in the background.
Citrusy, herbal, piney blend with floral brightness, minty freshness, sweet-spicy depth, and clean woody undertones.","Floral, peppery, Sleep, PainRelief, GoodMood",Floral,"Humulene, Beta-pinene, Beta Caryophyllene",0.8678,0.86455,1.490425
97a1aadf-922d-46e5-8157-44d0a52998c6,CB2,11/11/9999,"0.9062, 0.882, 0.8552, 0.8932, 0.8808, 0.8896, 0.8788",0.848 - 0.919,"1.4903, 1.4912, 1.4923, 1.4919, 1.4917, 1.4936, 1.4932",1.462 - 1.522,Functional Line,#97d8c7,#ab8558,6,1,1,,Floral licorice,Distinct tones of licorice with a deep herbal aftertaste and intermittent hints of mint.,"LightMint, Floral, Mint, Licorice, AntiInflammatory, AntiAnxiety",Floral,"Beta Caryophyllene, Farnesol, Carvacrol",0.9089,0.883685714,1.492028571
9d253967-cb9a-4c20-985c-fa5acdf470d1,CLM 3.0,11-20-9999,"0.8458, 0.8544, 0.8774",0.825 - 0.894,"1.4889, 1.4817, 1.4901",1.457 - 1.517,Functional Line,#c0d166,#346a2f,7,1,2,0,Herbal Citrus,"Herbal, citrusy, and green aroma with rosemary, oregano, and lemon; sweet-sour, minty, slightly resinous finish.","Lime, citrus, Lemon, Herbal, Oregano, AntiAnxiety",Herbal,"Beta Caryophyllene, Alpha Bisabolol, Terpinolene",,0.8592,1.4869
01d2f4fb-f054-43a9-8557-fbdf99fc59a4,ENR Formulation,11-24-9999,"0.9028, 0.8724, 0.8978, 0.8906, 0.8706, 0.8674",0.848 - 0.919,"1.4954, 1.4957, 1.4961, 1.4957, 1.4973, 1.4969",1.466 - 1.526,Functional Line,#7b4141,#b56046,7,,,,Warm Spices,"Warm clove, cinnamon, and black pepper spice layered with a sweet, fizzy cola-gummy.","Cinnamon, Spicy, Cola",Spicy,"Farnesol, Nerolidol, linalool",,0.8836,1.496183333
b79c97b8-1858-4d93-a952-35f5b4af49e4,First Light - _-20Hz,11/05/9999,"0.8452, 0.8240, 0.8304",0.800 - 0.867,"1.4773, 1.4773, 1.4793",1.448 - 1.508,Functional Line,#4c7d48,#96735f,5,4,2,,Herbal Skunk,"Fresh, herbal, slightly woody, fruity blend with mango-peach sweetness, minty-spicy brightness, and musky-skunky depth.","tropical, Gas, Skunk, Herbal, Mango, Wood, Garlic, Fresh",Skunk,"Myrcene, Beta-Ocimene, Limonene",,0.8332,1.477966667
39f4af0b-b0ae-4653-9a0b-888dc7098fb9,FOC Formulation,11-22-9999,"0.8872, 0.8872, 0.8872, 0.8872, 0.8804, 0.92, 0.8710",0.853 - 0.924,"1.4914, 1.4914, 1.4914, 1.4914, 1.4929, 1.4917, 1.4921",1.462 - 1.522,Functional Line,#bd803f,#3d9cb9,7,1,1,,Warm Spices,"Warm, spicy aroma of cinnamon, ginger, and clove with lemony brightness, cozy sweetness, and earthy depth.",,,"Farnesol, Nerolidol, linalool",,0.8886,1.491757143
98baf022-14b3-4089-aad8-e03f51dbef37,GABA132(-),11-15-9999,"0.9026, 0.863, 0.8286, 0.8724, 0.8628, 0.8966, 0.8964, 0.8746",0.840 - 0.910,"1.4953, 1.4964, 1.4976, 1.4991, 1.4980, 1.4974, 1.4989, 1.4979",1.468 - 1.528,Functional Line,#b1270b,#ffe599,2,1,1,,Cinnamon Sprite,Strong and spicy cinnamon body with sharp lime and lemon notes.,"Lemonade, Lime, Sprite, Camphorous, Cinnamon, Spicy, Energy",Spicy,"Farnesol, Nerolidol, Geraniol",0.8996,0.874625,1.497575
0df8d85f-7a65-409e-bc81-fa98185395d7,GABA132(+),11-16-9999,"0.9500, 0.9522, 0.9114, 0.9124, 0.9094",0.890 - 0.964,"1.5029, 1.504, 1.5036, 1.5050, 1.5060",1.474 - 1.534,Functional Line,#ac5858,#618f38,6.5,1,0,,Floral Herbal,"A very strong and distinct floral scent leaning towards citronella (mosquito repellent) with a subtle earthy tone, a scent that could be interpreted as somewhat medicinal.","Floral, Herbal, Sleep",Floral,"Cinnamyl Isobutyrate, Citronellol, Guiaol",0.9104,0.92708,1.5043
dff6c71f-14d8-4ec5-b9f0-2ff3bdbf88cc,GABA232,11-14-9999,"0.9099, 0.9109, 0.8638, 0.8794, 0.8788, 0.8802",0.852 - 0.923,"1.472, 1.4745, 1.4746, 1.4779, 1.4764, 1.4772",1.446 - 1.505,Functional Line,#5eb558,#774a05,6.5,1,0,,Herbal Cinnamon,"Clear notes of freshly cut grass & Floral notes with a deep addition of sweet cinnamon, a very dominant flavor that may feel somewhat medicinal.","Floral, Cinnamon, Herbal, Sleep, MuscleRelaxation",Spicy,"Farnesol, Nerolidol, Fenchol",0.9054,0.887166667,1.475433333
6b21e7d8-2376-4304-8aa2-4da4c4eb0f21,GABA332,11-17-9999,"0.9026, 0.8769, 0.855, 0.8846, 0.8846, 0.8688, 0.8772",0.843 - 0.914,"1.4820, 1.4858, 1.4851, 1.4867, 1.4868, 1.4874, 1.4872",1.456 - 1.516,Functional Line,#93c47d,#999999,9,1,1,,Oregano,Pungent spicy body with strong oregano and thyme notes and citrusy back notes,"pine, citrus, Spicy, Thyme, Cola, Pungent, Oregano, Sleep, MuscleRelaxation",Spicy,"Farnesol, Nerolidol, Fenchol",0.8968,0.878528571,1.485857143
3e1d0659-88e4-4f0b-bf6b-5c2191a05b05,GPR55,11-13-9999,"0.9336, 0.8356, 0.824, 0.8810, 0.8714, 0.8500",0.831 - 0.901,"1.4951, 1.4946, 1.4952, 1.4960, 1.4969",1.466 - 1.525,Functional Line,#4a5e3f,#3f5621,8,1,0,,Pizza spice,"Very herbal and earthy notes, strong oregano notes.","Camphorous, Gas, Herbal, Earthy, Strong, Fresh, Thyme",Spicy,"Nerolidol, Alpha Bisabolol, Caryophyllene Oxide",0.9562,0.865933333,1.49556
82e6f57f-d9cd-4573-8c55-3f1a3e9e85a5,NT-VRL,11/01/9999,"0.8777, 0.8840, 0.8502, 0.8902, 0.8928, 0.8812",0.844 - 0.915,"1.4863, 1.4852, 1.4805, 1.4868, 1.4871, 1.4875",1.456 - 1.515,Functional Line,#5fc123,#95a811,5,1,0,,Floral Herbal,"A primary sweet camphor scent underlaid with high herbal tones and citrus touches leaning towards lime-lemon, a taste and aroma that could be interpreted as somewhat medicinal.","Lime, Floral, Lemon, Herbal, AntiInflammatory, Antiviral",Floral,"Beta Caryophyllene, citral, Eucalyptol",0.9,0.87935,1.485566667
c387e9c9-d6bb-4f7f-9b5b-2941a62b9374,RLF Formulation,11-23-9999,"0.8852, 0.8814, 0.859, 0.8610",0.837 - 0.907,"1.4911, 1.4899, 1.4921, 1.4915",1.461 - 1.521,Functional Line,,,,,,,,,,,"Alpha Bisabolol, Caryophyllene Oxide, Nerolidol",,0.87165,1.49115
bbb2f3cb-9156-4f4f-854a-d7044068197d,SLE Formulation,11-21-9999,"0.8678, 0.8632, 0.8632, 0.8678, 0.8820, 0.8746, 0.8796, 0.8816",0.838 - 0.907,"1.4825, 1.4806, 1.4806, 1.4807, 1.4833, 1.4832, 1.4833, 1.4829",1.452 - 1.512,Functional Line,#64af41,#e0aaaa,5,,,,Fresh cut grass,"Fresh grassy and floral tones contrasted by rubbery sharpness, with cilantro stem brightness and a subtle soapy edge.","soap, Floral, citrus, Grass",Fresh,"Beta-pinene, Beta-Ocimene, guaiol",,0.872475,1.4821375
226f126d-d772-432e-9be8-d9036a9c2a04,TRPV1,11-18-9999,"0.9026, 0.8677, 0.8546, 0.8468, 0.8844, 0.8802, 0.8526",0.835 - 0.905,"1.4843, 1.4857, 1.4858, 1.4854, 1.4863, 1.4875, 1.4871",1.456 - 1.516,Functional Line,#d35050,#4d2277,6,0,0,,Floral Citrus,"A strong floral scent with notes of blooming flowers - honey, with clear citrus undertones leaning towards lemon, and hints of lavender-geranium tones.","Lime, Floral, Lemon, Herbal, PainRelief, AntiInflammatory",Floral,"Alpha Bisabolol, citral, Nerolidol",0.9064,0.869842857,1.486014286
57b2dcbb-4157-4442-983d-11b416bbcf69,Twilight Berry - _-6Hz,11/07/9999,"0.8548, 0.8844, 0.8401",0.825 - 0.894,"1.4751, 1.4760, 1.4765",1.446 - 1.505,Functional Line,#9672d0,#712be1,,3,3,,Fruity Floral,A floral fruity profile with bold berry notes and earthy woody undertone - lavender and black peper and hints of gasiness,"BerryNotes, Gas, sweet, Earthy, Blueberry, Sleep, AntiAnxiety",Fruity,"Myrcene, Beta Caryophyllene, Limonene",,0.859766667,1.475866667
4093c33a-16ca-4f98-9649-e06951e24732,STV,07/07/9999,"0.8369, 0.8244, 0.8398, 0.8532, 0.8422",0.806 - 0.873,"1.4786, 1.4789, 1.4811, 1.4804, 1.4810",1.45 - 1.51,Functional Line,#5f775d,#a8d4c2,5,3,,,Cool herbal,"Fresh, sharp spice with rosemary and pine, clean mineral and subtle fuel nuances, finishing with a cool menthol note.","Camphorous, LightMint, Herbal",Herbal,"Myrcene, Beta Caryophyllene, Beta-Ocimene",0.8575,0.8393,1.48
aa8f0e30-2940-463e-9fcb-978e99da0db6,NDC,07/08/9999,".8942, 0.88, 0.8428, 0.8484, 0.8680, 0.8866, 0.8572, 0.8862, 0.8844, 0.8720, 0.8606",0.836 - 0.906,"1.4897, 1.4898, 1.4897, 1.4916, 1.4909, 1.4916, 1.4911, 1.4913, 1.4919, 1.4922, 1.4922",1.461 - 1.521,Functional Line,#9fbbd0,#91bd89,3,2,,,Soft herbal,"Soft musk and herbal spice blended with green mango brightness, peppery warmth, waxy depth, and a clean fresh-laundry finish.","Floral, Herbal, Fresh",Fresh,"Beta Caryophyllene, Humulene, Limonene",0.8822,0.870945455,1.491090909
991366a7-d357-41f2-95f8-314b0f922694,ANTOX,11-25-9999,0.8524,0.818 - 0.886,1.4864,1.457 - 1.516,Functional Line,,,,,,,,,,,,,0.8524,1.4864
336dba69-8af1-48b0-b28c-a7cb0c2d5e3d,Bubbleglam (_-12Hz),11-28-9999,0.8782,0.843 - 0.913,1.4857,1.456 - 1.515,,,,,,,,,,,,,,0.8782,1.4857
10a61ef1-dd55-4f82-9143-54505e919a02,Tangeinity (_-27Hz,11-26-9999,0.8754,0.840 - 0.910,1.4884,1.459 - 1.518,,,,,,,,,,,,,,0.8754,1.4884
896e84d6-3721-4367-8334-6e7ed7b3d813,Guavibe (_-8Hz),11-27-9999,0.8714,0.837 - 0.906,1.4847,1.455 - 1.514,,,,,,,,,,,,,,0.8714,1.4847
75464e55-b39e-427f-9de9-b5df4cd98a1e,Apple Jax,22-41-9999,"0.8814, 0.8688, 0.8712, 0.8600",0.836 - 0.905,"1.4803, 1.4797, 1.4813, 1.4809",1.451 - 1.51,Beta Product,#ba4343,#42c508,5,2,3,,Spicy Apple,"Sweet, fruity aroma reminiscent of fresh apples, complemented by earthy and skunky undertones","Apple, Cinnamon, Skunky, Spices","Sweet, Spicy","Myrcene, Limonene, Beta Caryophyllene",,0.87035,1.48055
822e0e7c-df1d-465e-9f8a-f56cc99a923b,Pink Sweet Lemonade,22-32-9999,"0.8634, 0.8714, 0.8714, 0.8262, 0.8598",0.824 - 0.893,"1.4782, 1.4782, 1.4788, 1.4789",1.449 - 1.508,Beta Product,#fb9494,#ddea5d,5,,3,1,Sweet Citrus,,,"Fruity, Dessert","Limonene, Beta Caryophyllene, citral",,0.85844,1.478525
5d1376f1-c123-4af8-bab5-2b3dfb2723a0,Grape Stank,22-65-9999,"0.8462, 0.8548, 0.8522, 0.8582",0.819 - 0.887,"1.4799, 1.4795, 1.4793, 1.4790",1.45 - 1.509,Beta Product,,,,,,,Grape & Gas,,,,,,0.85285,1.479425
cc293af8-aa3a-4bb7-a130-0ac603416ddc,Garlic Cookies,22-66-9999,"0.8588, 0.8516, 0.8496",0.819 - 0.887,"1.4873, 1.4884, 1.4877",1.458 - 1.518,Beta Product,#513232,#80927b,8,5,,,GMO,"Opens dark and grounded heavy earth, dry wood, and that unmistakable funk riding just underneath. It’s not loud at first, but it expands fast: deep soil, roasted garlic, and that raw GMO edge that feels almost dirty in a good way. There's a dryness to the woodiness like cracked bark or dead leaves that wraps around the funk and holds it down. The whole thing stays low, musky, and warm, with barely any sweetness. It’s deep forest floor with gas leaking in from below.","Earthy, GMO, Dunk, Mouthballs",GMO,"Beta Caryophyllene, Myrcene, Humulene",,0.853333333,1.4878
cb8c41ea-ad5e-42de-bb10-bbde033eceee,Lava candy,22-67-9999,"0.8468, 0.8530, 0.8468, 0.8468, 0.8682, 0.8392",0.816 - 0.884,"1.4777, 1.4782, 1.4777, 1.4777, 1.4776, 1.4783",1.448 - 1.507,Beta Product,#fcea8b,#ef7676,8,,5,1,Guava Candy,"Opens loud and juicy guava right up front, tropical and sweet with that creamy, pulpy edge. The candy tone kicks in fast  bright, slightly sour, almost fizzy  like guava turned into hard candy without losing its funk. Sticky, sharp, and playful.","Guava, sweet, Candy",Candy,"Myrcene, Limonene, Beta Caryophyllene",,0.850133333,1.477866667
695c1b51-af15-40e8-90ef-a74804977514,Cranberry Frost Cream,22-21-9999,"0.9158, 0.9004, 0.8914",0.866 - 0.939,"1.4664, 1.4660, 1.4667",1.437 - 1.496,Beta Product,#f92f2f,#f9f5f5,,,4,2,Cranberry,"Opens with a sharp cranberry hit  tart, red, and cold like it sat under frost too long and snapped. The acidity’s alive, almost electric, but doesn’t stay harsh for long. A soft vanilla cream comes in quick, whipped and chilled, more texture than sweetness  like cold mousse that never tried to be dessert. The finish drifts into something cooler — clean camphor, minty and open, like cold air pulling through your teeth. It doesn’t end on flavor, it ends on temperature, crisp, quiet, and still.","Ice, IceCream, Cranberry, Frost","Fruity, creamy","Limonene, linalool, Alpha Terpineol",,0.902533333,1.466366667
e5ccb291-e112-41d3-87f4-a6efc67242f4,Cherry Pine Nog,22-20-9999,"0.9396, 0.9120, 0.9114",0.884 - 0.958,"1.48, 1.4798, 1.4803",1.45 - 1.51,Beta Product,#ee4545,#f2dede,,,4,1,Cherry Pine,"Starts off dense and creamy, like warm vanilla custard with a quiet layer of burnt sugar and soft spice,  cinnamon, nutmeg, nothing sharp. Then it shifts: a tart cherry note comes through, not candy-like, but slightly bitter-almond, almost marzipan, slicing gently through the warmth. As it settles, a quiet green lift rises from underneath. a piney freshness that doesn’t rush in, just unfolds slowly, like cold air moving through wood. It’s layered but calm — dessert, resin, and winter silence wrapped together.","pine, creamy, Cherry, Vanilla, nug",,"Beta Caryophyllene, Alpha Pinene, Alpha Bisabolol",,0.921,1.480033333
385aa976-3826-4fb2-8b85-31adf5201957,Kiwi Sorbet,22-19-9999,"0.855, 0.839, 0.8516, 0.8624, 0.8532, 0.8548, 0.8610, 0.8460",0.819 - 0.887,"1.4604, 1.4593, 1.4601, 1.4604, 1.4606, 1.4606, 1.4603",1.431 - 1.489,Beta Product,#a3c46b,#d9e384,6.5,,5,1,Kiwi,"Starts bright and chilled sharp kiwi acidity hits first, green and slightly tangy, with that pulpy texture that almost fizzes on the tongue. Right under it, there’s a soft sorbet creaminess cold, smooth, not milky, more like icy fruit flesh that’s just started to melt. There's a tropical twist in the background something between melon and lime but kiwi stays in front, fresh and sour-sweet. The whole thing feels like biting into frozen fruit with the sun on your face sharp, cold, and clean.","tropical, Fruity, Kiwi",Fruity,"Myrcene, Beta Caryophyllene, Alpha Pinene",,0.852875,1.460242857
55bfcedf-4402-493a-8a10-c32f45cf20f8,Lychee,22-25-9999,"0.8388, 0.8568, 0.8672, 0.8672, 0.8672, 0.8680, 0.8746, 0.8662, 0.8376",0.826 - 0.895,"1.4782, 1.4804, 1.479, 1.479, 1.479, 1.4799, 1.4807, 1.4814, 1.4809",1.45 - 1.509,Beta Product,#ef9595,#ebdede,5,,4,,Fruity Floral,"Opens sharp and floral  bright litchi flesh with that juicy, almost perfume-like sweetness. There’s a slight sour edge, tropical but clean, like grape skin with rosewater. It’s slick, fragrant, and high-pitched  sweet without being sticky, and gone almost as fast as it hits.","Floral, Fruity, Rose'",Fruity,"Beta Caryophyllene, Myrcene, Geraniol",,0.8604,1.479833333
bcf6186d-fcad-44a2-ad27-d527236e5044,Strawberry Lemonade,22-26-9999,"0.8520, 0.8502",0.817 - 0.885,"1.4773, 1.4784",1.448 - 1.507,Beta Product,#e76666,#efe754,7.5,,4,1,Strawberry Lemonade,"Opens bright and zesty sharp lemon cuts first, fresh and citrusy, then blends into sweet strawberry body. The balance stays tight tart and sugary, like cold pink lemonade with extra pulp. Juicy, high-pitched, and clean on the finish.","Lemonade, strawberry, Sour, Lemon, Fruity",Fruity,"Myrcene, Beta Caryophyllene, Limonene",,0.8511,1.47785
5c35404b-7a04-41fc-ac90-2d6c80cf488c,Sweet Chem,22-103-9999,"0.8538, 0.8264, 0.8524, 0.8494, 0.8664, 0.8494, 0.8494, 0.8742, 0.8518, 0.861, 0.8642",0.820 - 0.889,"1.4821, 1.4820, 1.4808, 1.4813, 1.4815, 1.4813, 1.4813, 1.4812, 1.4818, 1.4803, 1.4816",1.452 - 1.511,Beta Product,#c9ff00,,8.5,5,1,1,Sweet Chem,"Bold, sweet aroma with spft strawberry notes, balanced by classic chemical, earthy, kush and garlic undertones.","strawberry, sweet, Garlic, Pungent, MAC, Chem, Nutty","Sulfuric, Chemical, Kush","Myrcene, Limonene, Beta Caryophyllene",,0.8544,1.481381818
3be63e2a-95d1-4d73-8f53-91aeb3be2d54,Hibiscus Cranberry,22-30-9999,"0.8426, 0.8426, 0.8426, 0.8358",0.807 - 0.875,"1.4712, 1.4712, 1.4712, 1.4725",1.442 - 1.501,Beta Product,#efa6a6,#ff2020,5.5,,3,,Floral Berries,"Tart, tangy cranberry notes with floral, slightly fruity hibiscus undertones, creating a refreshing balance of bold zest and subtle sweetness.","BerryNotes, Floral, Fruity, tea, Hibiscus, Cranberry","Floral, Fruity","linalool, Geraniol, Citronellol",,0.8409,1.471525
0f8129ae-a6f6-43e9-9d43-adda546867be,Sour Space Candy,22-33-9999,"0.8673, 0.8568, 0.8388, 0.8474, 0.8304, 0.8780, 0.8508",0.819 - 0.887,"1.4785, 1.4842, 1.4839",1.453 - 1.512,Beta Product,#fef64f,#ab0e0e,6,2,4,,Lemon Candy,"Opens tart and punchy  lemon rind and sour cherry up front, sharp and high-pitched. Quickly blends into a sweet strawberry note, juicy but bright, almost fizzy. Underneath it all sits that classic hempy funk earthy, a little woody  grounding the fruit. It’s electric, sweet-sour, and slightly twisted.","Cherry, strawberry, Lemon, sweet, Candy",Candy,"Beta Caryophyllene, Limonene, Terpinolene",,0.852785714,1.4822
674c6fc3-23e9-4b30-a3c6-a091422b6481,Blue Gummy Shark,22-38-9999,"0.8308, 0.8308",0.798 - 0.864,"1.4766, 1.4766",1.447 - 1.506,Beta Product,,,,,,,Blue Gummies,,,,,,0.8308,1.4766
a3d74867-67e1-4ac4-8920-234b55db6426,French Vanilla,22-40-9999,"0.9146, 0.89518, 0.8980, 0.8960, 0.883, 0.8752, 0.8948, 0.883, 0.8752, 0.8752, 0.8802",0.853 - 0.924,"1.4902, 1.4817, 1.4822, 1.4831, 1.4809, 1.4822, 1.4812, 1.4809, 1.4822, 1.4822, 1.4843",1.453 - 1.512,Beta Product,#e4deb7,#d5d5d0,6.5,0,0,5,Sweet Vanilla Cream,"Indulge in the rich and creamy aroma of classic French vanilla, offering a smooth, luxurious taste that's both comforting and sophisticated.","creamy, caramel, milk, Vanilla, sweet, Dessert","creamy, Dessert","Beta Caryophyllene, Humulene",,0.888216364,1.482827273
0a55f42c-bd33-4c59-b31a-0e4ea7711948,Cantaloupe,22-44-9999,"0.8602, 0.8602, 0.8574, 0.8476",0.822 - 0.891,"1.4787, 1.4787, 1.4800, 1.4801",1.45 - 1.509,Beta Product,#e8be64,#e2c9c9,6.5,,5,1,Sweet Melon,"A cantaloupe-forward profile with soft honeydew hints at the core - juicy, round, and mellow. As it opens up, there’s an after-aroma and flavor reminiscent of watermelon, touched by floral nectar and honey-like notes that lend it a gentle sweetness. Light strawberry top notes lift and amplify the fruity tone without overpowering. Beneath it all lies a smooth, almost creamy base that echoes the texture and lingering mouthfeel of coconut cream - not overt, but present in the finish.","Honey, WatermelonNotes, Melon, cantaloupe, Coconut",Fruity,"Myrcene, Limonene, Beta Caryophyllene",,0.85635,1.479375
d52a9218-c558-4fad-93b8-09fcf6507abd,Sweet Kiwi Sherbet,22-51-9999,"0.8222, 0.8386, 0.8396, 0.8222, 0.8510, 0.8300, 0.8382, 0.8424, 0.8366, 0.8266",0.801 - 0.868,"1.4698, 1.4681, 1.4667, 1.4698, 1.4690, 1.4695, 1.4687, 1.4690, 1.4684, 1.4686",1.439 - 1.498,Beta Product,#cddf65,#8c6d25,6.5,,4,1,Kiwi,"Opens bright and juicy  sweet kiwi up front with that tropical, candy-like pull. Quickly turns sour, sharp around the edges, almost fizzy. The sherbet vibe holds it together cold, tangy, and sweet-sour all at once. Fast, loud, and zesty.","Sour, sweet, Kiwi",Fruity,"Myrcene, Beta Caryophyllene, Alpha Pinene",,0.83474,1.46876
33ac7c1d-1a7b-4716-a0b7-3642efa65668,Tiger Blood,22-54-9999,"0.8692, 0.8796, 0.8796, 0.8648, 0.8800, 0.8796",0.840 - 0.910,"1.4776, 1.4781, 1.4781, 1.4781, 1.4797, 1.4781",1.449 - 1.508,Beta Product,#e51414,#f38383,8,,5,1,Sweet Cherry Juice,"Opens sharp and juicy sour cherry and ripe strawberry hit first, bright and a little wild. A lemony edge cuts through quick, zesty and clean. Underneath, there’s a soft coconut note creamy, almost sunscreen-sweet wrapping the fruit in a warm, tropical layer. Bold, sweet-sour, and just left of familiar.","Cherry, strawberry, Sour, WatermelonNotes, Coconut",Fruity,"Beta Caryophyllene, Limonene, Myrcene",,0.875466667,1.478283333
11cace08-81e7-4cb9-a757-20f0665b0a0c,Cherry Lemon Mint,22-52-9999,"0.8472, 0.864, 0.8452, 0.8542, 0.8606",0.820 - 0.888,"1.4752, 1.4754, 1.4797, 1.4761, 1.4766",1.447 - 1.506,Beta Product,#c92626,#c1de65,6,,4,1,Sour Cherry,"Opens with a soft cherry note, ripe, slightly creamy, more like the flesh of the fruit than anything syrupy. Beneath that, a gentle almond tone creeps in, faintly bitter and tart, adding a sour twist that cuts through the roundness. Then comes the lift: a precise mint note, cool and restrained, that chills the edges and clears the palate without overpowering. It’s a balance of red, sour, and green  understated, but present.","Lime, creamy, Cherry, Vanilla, Lemon, Almonds",Fruity,"Beta Caryophyllene, Myrcene, Limonene",,0.85424,1.4766
8aed97cb-c7f3-4a7e-909b-c86440975ce3,Pink RNTZ,22-60-9999,"0.8536, 0.8552, 0.8648, 0.8590, 0.8338",0.819 - 0.887,"1.4842, 1.4837, 1.4850, 1.4846, 1.4847",1.455 - 1.514,Beta Product,#570606,#e5b5b5,6.5,4,2,1,Garlic Candy,"Opens with that classic Runtz hit  creamy, sweet, and tart all at once, like candy left out in the sun. Right behind it creeps a sulfuric funk garlicky GMO tones with a sharp, fermented edge. The gas builds from underneath, thick and loud, cutting through the sugar with weight. It’s glossy up top, dirty at the base candy over fuel.","creamy, Fruity, Dessert, GMO",Kush,"Beta Caryophyllene, Humulene, Limonene",,0.85328,1.48444
c9c30525-75ed-4392-9522-700267ff4e6d,Cotton Candy Lemonade,22-62-9999,"0.8578, 0.8502, 0.8586, 0.8620, 0.8508, 0.862, 0.8558, 0.8560",0.822 - 0.891,"1.4703, 1.4351, 1.4689, 1.4694, 1.4351, 1.4694, 1.4708, 1.4707",1.432 - 1.49,Beta Product,,,7,,5,,Sweet Lemon,"An extra-sweet profile that hits fast with bright strawberry and a sharp lemony tang , instantly reminiscent of a red hard candy from somewhere in the past. It’s playful but pointed, with that nostalgic high-note sweetness that almost sparkles. As it fades, a soft caramelized sugar finish lingers , not heavy, just a slight burnt edge that gives the whole thing a toasted warmth beneath the brightness.","Lemonade, caramel, sugar, strawberry, Sour, Lemon, sweet, Candy",Candy,"Limonene, Geranyl acetate, Myrcene",,0.85665,1.4612125
f18ec23a-f210-4436-90e6-4721b779d1f4,Juicy Bananaberry,22-64-9999,"0.8454, 0.8650, 0.8618, 0.8618, 0.8454, 0.8744, 0.8708",0.826 - 0.895,"1.4683, 1.4674, 1.4653, 1.4653, 1.4683, 1.4674, 1.4686",1.438 - 1.497,Beta Product,,,,,,,Banana & Blueberry,,,,,,0.860657143,1.467228571
a6065f57-e57f-4d32-b43b-3a3a9bf475e3,Peach Mango,22-71-9999,"0.8438, 0.8394, 0.8530, 0.8394, 0.8666, 0.8394, 0.8510, 0.8382",0.812 - 0.880,"1.4672, 1.4681, 1.4674, 1.4681, 1.4690, 1.4681, 1.4687, 1.4692",1.439 - 1.498,Beta Product,#e5a62e,#d4990b,8.5,,5,,Mango Peach,"Opens lush and ripe  thick mango nectar with that deep tropical pull, almost creamy. Peach follows right behind, softer, more floral, leaning into perfumed rather than juicy. The sweetness has a slight candy edge, but stays smooth. It’s golden, round, and slow-melting  like fruit syrup left in the sun.","Peach, Fruity, Mango, Candy, juicy",Fruity,"linalool, Myrcene, Bisabolene",,0.84635,1.468225
def9e3f9-defd-4c01-8064-91a1c5b8a4f6,Lemon Lime Spritz,22-76-9999,"0.8496, 0.8624, 0.8328, 0.8148",0.806 - 0.873,"1.4733, 1.4748, 1.4750, 1.4750",1.445 - 1.504,Beta Product,,,,,,,Lemon Lime Soda,,,,,,0.8399,1.474525
3e558455-0eda-4bc4-a9c0-b2a21ba72aa3,Frosted Fruit Cake,22-77-9999,"0.8476, 0.8476, 0.8476",0.814 - 0.882,"1.4785, 1.4785, 1.4785",1.449 - 1.508,Beta Product,#fed979,#e3a8a8,5.5,4,1,,Herbal Gas,"Opens thick and sugary< that frosted fruit sweetness hits first, like candied berries folded into dense cake batter. But it doesn’t stay soft for long. Underneath, there’s a sharp funk rising , skunky, slightly fermented, almost chemical, like overripe fruit mashed into gas. The creaminess is there, but it’s soaked in fuel, more like whipped frosting sitting on a warm engine. As it fades, the finish gets cooler, almost minty, but faint  a breath of clean after the weight. It’s sweet, loud, and just a little unstable in the best way.","Kush, Gas, Skunk, Fruity",Kush,"Myrcene, Farnesene, linalool",,0.8476,1.4785
35742f09-14da-4593-9931-22c071769ef3,Tropical Twist,22-78-9999,"0.8412, 0.827, 0.827, 0.861, 0.8282, 0.827, 0.8530",0.804 - 0.871,"1.4688, 1.4695, 1.4695, 1.4692, 1.4705, 1.4695, 1.4706",1.44 - 1.499,Beta Product,,,,,,0,Tropical Juice,,,,,,0.837771429,1.469657143
